date,actual_zone_1_power_consumption,predicted_zone_1_power_consumption,actual_zone_2_power_consumption,predicted_zone_2_power_consumption,actual_zone_3_power_consumption,predicted_zone_3_power_consumption
2017-09-13 00:00:00,33400.35398,33425.605,19964.65696,19944.264,16009.1522,15997.035
2017-09-13 00:10:00,32623.00885,32649.598,19511.85031,19563.305,15856.17978,15735.058
2017-09-13 00:20:00,32138.76106,32138.596,19268.60707,19333.691,15744.39224,15666.178
2017-09-13 00:30:00,31476.10619,31508.373,18950.51975,19009.584,15573.76915,15485.222
2017-09-13 00:40:00,30794.33628,30814.814,18669.85447,18702.48,15332.54341,15253.677
2017-09-13 00:50:00,30501.23894,30509.594,18404.158,18380.002,15261.94076,15109.837
2017-09-13 01:00:00,30290.97345,30492.178,18217.04782,18246.307,15097.20123,15006.071
2017-09-13 01:10:00,29666.54867,30014.666,18026.19543,18079.463,14897.16037,14799.418
2017-09-13 01:20:00,28889.20354,29246.121,17674.42827,17776.498,14820.67416,14666.643
2017-09-13 01:30:00,28908.31858,28939.21,17442.41164,17502.592,14638.28396,14523.549
2017-09-13 01:40:00,28475.04425,28547.518,17262.78586,17460.348,14367.64045,14269.735
2017-09-13 01:50:00,28678.93805,28519.842,17015.80042,17004.084,14173.48315,14060.084
2017-09-13 02:00:00,28334.86726,28537.193,16989.60499,16950.578,13932.25741,13854.798
2017-09-13 02:10:00,27965.30973,27904.408,16963.40956,16905.314,13826.35342,13721.895
2017-09-13 02:20:00,27901.59292,27802.297,16854.88565,16799.283,13761.63432,13746.539
2017-09-13 02:30:00,27761.41593,27669.73,16772.55717,16742.752,13802.8192,13679.507
2017-09-13 02:40:00,27525.66372,27460.973,16529.31393,16494.209,13596.89479,13560.227
2017-09-13 02:50:00,27455.57522,27262.46,16450.72765,16417.057,13549.82635,13426.88
2017-09-13 03:00:00,27608.49558,27306.822,16521.82952,16363.068,13567.47702,13482.44
2017-09-13 03:10:00,27544.77876,27316.514,16596.6736,16433.545,13414.5046,13405.448
2017-09-13 03:20:00,27366.37168,27257.37,16473.18087,16361.053,13308.60061,13269.773
2017-09-13 03:30:00,27423.71681,27280.375,16510.60291,16356.397,13132.09397,13095.064
2017-09-13 03:40:00,27512.92035,27305.746,16480.66528,16349.878,13249.76507,13146.622
2017-09-13 03:50:00,27270.79646,27072.377,16491.89189,16363.902,13343.90194,13140.015
2017-09-13 04:00:00,27270.79646,26997.299,16701.4553,16448.88,13267.41573,13113.195
2017-09-13 04:10:00,27277.16814,27060.494,16570.47817,16388.916,13320.36772,13135.378
2017-09-13 04:20:00,27442.83186,27026.252,16615.38462,16397.861,13696.91522,13273.55
2017-09-13 04:30:00,28060.88496,27340.738,17056.96466,16693.664,14102.88049,13589.379
2017-09-13 04:40:00,27920.70796,27320.588,17004.5738,16760.033,13973.44229,13760.31
2017-09-13 04:50:00,27806.0177,27444.85,16881.08108,16799.654,13661.61389,13465.867
2017-09-13 05:00:00,27640.35398,27408.264,17244.07484,16885.018,13596.89479,13364.299
2017-09-13 05:10:00,27704.0708,27444.238,17146.77755,16912.48,13332.13483,13314.632
2017-09-13 05:20:00,27366.37168,27158.82,16664.03326,16648.588,12973.238,12717.19
2017-09-13 05:30:00,26028.31858,25950.783,16095.2183,16019.149,12461.36874,12072.378
2017-09-13 05:40:00,25136.28319,25105.047,15911.85031,15837.439,11867.12972,11460.324
2017-09-13 05:50:00,24938.76106,24735.92,15982.95218,15784.192,10908.11032,10736.106
2017-09-13 06:00:00,25493.09735,25340.75,15743.45114,15831.761,10637.4668,10273.335
2017-09-13 06:10:00,26002.83186,25608.97,15964.24116,15918.057,10472.72727,10421.263
2017-09-13 06:20:00,26149.38053,25734.781,16158.83576,16099.904,10537.44637,10465.345
2017-09-13 06:30:00,26225.84071,25879.031,16316.00832,16208.011,10584.51481,10459.081
2017-09-13 06:40:00,26238.58407,25965.023,16428.27443,16245.865,10655.11747,10484.879
2017-09-13 06:50:00,26098.40708,26264.582,16525.57173,16568.53,10749.25434,10614.934
2017-09-13 07:00:00,26984.0708,26931.652,16742.61954,16751.447,10713.95301,10705.543
2017-09-13 07:10:00,27321.76991,27502.377,17071.93347,17114.465,10808.08989,10769.508
2017-09-13 07:20:00,27806.0177,27767.514,17285.23909,17325.805,11049.31563,10968.926
2017-09-13 07:30:00,28188.31858,28210.475,17696.8815,17654.982,11214.05516,11095.605
2017-09-13 07:40:00,28882.83186,28867.379,18299.3763,18249.967,11443.51379,11382.344
2017-09-13 07:50:00,29265.13274,29330.572,18684.82328,18734.156,11843.59551,11628.293
2017-09-13 08:00:00,29692.0354,29664.986,18860.70686,18870.232,11908.31461,11889.2295
2017-09-13 08:10:00,30220.88496,30205.404,19257.38046,19166.963,12067.17058,11967.334
2017-09-13 08:20:00,30558.58407,30672.887,19605.40541,19585.705,12114.23902,12049.1455
2017-09-13 08:30:00,31170.26549,31129.234,19930.97713,19950.268,12526.08784,12519.639
2017-09-13 08:40:00,31864.77876,31802.336,20597.0894,20515.365,12784.96425,12793.522
2017-09-13 08:50:00,32259.82301,32321.217,20915.17672,20966.836,12849.68335,12801.956
2017-09-13 09:00:00,32616.63717,32638.754,21027.44283,20988.578,12996.77222,12908.848
2017-09-13 09:10:00,33317.52212,33303.32,21622.45322,21540.65,13414.5046,13392.837
2017-09-13 09:20:00,33929.20354,33994.707,22116.42412,22118.719,13596.89479,13574.491
2017-09-13 09:30:00,34400.70796,34468.203,22348.44075,22373.834,13767.51788,13741.223
2017-09-13 09:40:00,34859.46903,34832.53,22681.49688,22581.39,13914.60674,13913.613
2017-09-13 09:50:00,35197.16814,35230.484,23066.94387,23055.695,14073.46272,14071.399
2017-09-13 10:00:00,35579.46903,35622.02,23321.41372,23295.424,14085.22983,14108.226
2017-09-13 10:10:00,36344.0708,36442.17,23426.19543,23469.248,14132.29826,14126.069
2017-09-13 10:20:00,36987.61062,37086.39,23635.75884,23609.969,14167.59959,14217.464
2017-09-13 10:30:00,37089.55752,37095.51,23759.25156,23814.027,14202.90092,14311.583
2017-09-13 10:40:00,37440.0,37373.746,23628.27443,23834.225,14285.27068,14394.263
2017-09-13 10:50:00,37643.89381,37680.316,24021.20582,23980.527,14320.57201,14447.372
2017-09-13 11:00:00,37790.44248,37906.28,24174.63617,24294.62,14508.84576,14588.457
2017-09-13 11:10:00,38109.02655,38111.168,24372.97297,24367.873,14467.66088,14630.512
2017-09-13 11:20:00,38376.63717,38453.355,24365.48857,24425.826,14550.03064,14672.392
2017-09-13 11:30:00,38561.41593,38687.664,24238.25364,24325.123,14602.98264,14715.432
2017-09-13 11:40:00,39007.43363,39048.09,24395.4262,24454.771,14867.74259,14950.026
2017-09-13 11:50:00,39236.81416,39428.125,24436.59044,24633.62,15008.94791,15099.838
2017-09-13 12:00:00,39345.13274,39234.723,24436.59044,24488.7,15144.26966,15145.716
2017-09-13 12:10:00,39472.56637,39456.57,24503.9501,24473.11,15238.40654,15289.218
2017-09-13 12:20:00,39561.76991,39471.766,24855.71726,24647.7,15309.00919,15318.008
2017-09-13 12:30:00,39523.53982,39466.203,25016.63202,24877.385,15138.38611,15306.921
2017-09-13 12:40:00,39217.69912,39432.008,24799.5842,24827.734,15061.8999,15254.187
2017-09-13 12:50:00,39045.66372,39362.586,24646.15385,24811.924,15291.35853,15321.792
2017-09-13 13:00:00,39090.26549,39089.168,25200.0,25083.656,15203.10521,15277.017
2017-09-13 13:10:00,39147.61062,39191.2,25001.6632,25033.76,15314.89275,15318.611
2017-09-13 13:20:00,39083.89381,39069.59,24739.70894,24937.27,15426.68029,15441.941
2017-09-13 13:30:00,38835.39823,38970.727,24713.51351,24872.979,15556.11849,15509.901
2017-09-13 13:40:00,38561.41593,38727.375,24777.13098,24924.176,15450.2145,15482.248
2017-09-13 13:50:00,38497.69912,38716.992,24874.42827,24921.812,15573.76915,15602.673
2017-09-13 14:00:00,38433.9823,38457.527,24945.53015,24985.055,15356.07763,15382.192
2017-09-13 14:10:00,38402.12389,38452.363,24900.6237,24961.375,15138.38611,15272.034
2017-09-13 14:20:00,38230.0885,38452.13,25080.24948,25027.984,15203.10521,15212.386
2017-09-13 14:30:00,38160.0,38270.457,24997.921,24995.361,15261.94076,15245.63
2017-09-13 14:40:00,38236.46018,38280.453,24788.35759,24928.87,15409.02962,15376.18
2017-09-13 14:50:00,38045.30973,38107.844,24402.9106,24566.463,15214.87232,15305.127
2017-09-13 15:00:00,37650.26549,37720.934,24485.23909,24414.982,15232.52298,15237.659
2017-09-13 15:10:00,37503.71681,37600.66,24462.78586,24453.934,15173.68744,15192.204
2017-09-13 15:20:00,37535.57522,37647.51,24256.96466,24372.646,15185.45455,15180.319
2017-09-13 15:30:00,37510.0885,37665.492,24144.69854,24215.48,15085.43412,15129.5625
2017-09-13 15:40:00,37197.87611,37300.445,23789.18919,23901.105,15108.96834,15116.985
2017-09-13 15:50:00,36923.89381,37061.965,23781.70478,23773.346,15173.68744,15125.606
2017-09-13 16:00:00,36363.18584,36594.734,23676.92308,23724.867,15297.24208,15210.984
2017-09-13 16:10:00,36573.45133,36573.3,23482.32848,23521.633,15303.12564,15227.079
2017-09-13 16:20:00,36477.87611,36687.848,23400.0,23367.162,15238.40654,15230.588
2017-09-13 16:30:00,36331.32743,36412.51,23351.35135,23362.607,15238.40654,15228.597
2017-09-13 16:40:00,36178.40708,36284.285,23167.98337,23222.463,15267.82431,15232.199
2017-09-13 16:50:00,36012.74336,36163.832,23209.14761,23175.936,15297.24208,15302.286
2017-09-13 17:00:00,36159.29204,36300.69,23059.45946,23166.262,15044.24923,15168.532
2017-09-13 17:10:00,36223.00885,36389.37,22864.86486,22970.836,15114.85189,15167.289
2017-09-13 17:20:00,36293.09735,36360.24,23003.3264,22987.541,15132.50255,15177.366
2017-09-13 17:30:00,36554.33628,36567.36,22760.08316,22875.42,15256.0572,15240.553
2017-09-13 17:40:00,36866.54867,36859.312,22984.61538,22942.19,15538.46782,15523.297
2017-09-13 17:50:00,37000.35398,37095.176,23160.49896,23203.477,15867.94688,15800.636
2017-09-13 18:00:00,37153.27434,37227.023,23441.16424,23458.465,16238.61083,16176.36
2017-09-13 18:10:00,38402.12389,38471.668,23762.99376,23777.48,16979.93871,16921.19
2017-09-13 18:20:00,39504.42478,39552.426,24795.842,24689.648,18556.73136,18565.3
2017-09-13 18:30:00,41403.18584,41564.14,25925.98753,26199.734,20204.12666,19995.693
2017-09-13 18:40:00,44646.37168,44614.938,27490.22869,27320.582,21557.34423,21164.955
2017-09-13 18:50:00,46933.80531,46928.152,29174.22037,28828.883,22116.28192,21603.24
2017-09-13 19:00:00,47685.66372,47086.35,29432.43243,29396.928,22245.72012,22002.955
2017-09-13 19:10:00,48380.17699,48299.93,29791.68399,29481.873,22245.72012,22159.73
2017-09-13 19:20:00,48348.31858,48921.54,29694.38669,29880.516,22286.90501,22095.135
2017-09-13 19:30:00,48087.07965,48768.836,29832.84823,29784.686,22422.22676,22203.754
2017-09-13 19:40:00,47991.50442,48583.91,29424.94802,29724.316,22528.13075,22545.87
2017-09-13 19:50:00,48061.59292,48385.863,29458.62786,29582.996,22445.76098,22228.457
2017-09-13 20:00:00,47596.46018,48312.965,29148.02495,29285.502,22381.04188,22270.402
2017-09-13 20:10:00,47462.65487,47583.973,29215.38462,29160.477,22333.97344,22282.432
2017-09-13 20:20:00,47532.74336,47614.21,29174.22037,29225.047,22333.97344,22261.049
2017-09-13 20:30:00,47118.58407,47457.758,29166.73597,29294.078,22298.67211,22236.184
2017-09-13 20:40:00,46863.71681,46884.594,28814.96881,28861.088,22375.15832,22266.088
2017-09-13 20:50:00,46398.58407,46878.84,28676.50728,28877.496,22322.20633,22258.395
2017-09-13 21:00:00,45997.16814,46422.152,28481.91268,28597.836,22263.37079,22206.004
2017-09-13 21:10:00,45856.99115,46012.848,28276.09148,28275.566,21692.66599,21655.043
2017-09-13 21:20:00,45309.02655,45525.965,27733.47193,27873.43,21433.78958,21285.693
2017-09-13 21:30:00,44716.46018,44782.594,27187.11019,27236.785,21274.93361,21114.621
2017-09-13 21:40:00,44085.66372,44406.883,26782.95218,26825.242,21286.70072,21230.314
2017-09-13 21:50:00,43429.38053,43557.316,26292.72349,26491.48,20845.43412,20821.477
2017-09-13 22:00:00,42830.44248,42877.895,25914.76091,25940.346,20563.02349,20432.787
2017-09-13 22:10:00,41963.89381,42126.887,25473.18087,25645.508,20245.31154,20251.975
2017-09-13 22:20:00,41141.9469,41146.707,25098.9605,25232.764,19604.00409,19615.682
2017-09-13 22:30:00,40135.22124,40041.74,24354.26195,24499.545,19203.92237,19058.814
2017-09-13 22:40:00,39198.58407,39296.906,23819.12682,23828.42,18974.46374,18940.947
2017-09-13 22:50:00,38727.07965,38723.406,23227.85863,23193.37,18539.08069,18570.035
2017-09-13 23:00:00,37624.77876,37781.844,22595.4262,22525.47,18321.38917,18191.467
2017-09-13 23:10:00,36720.0,36695.33,22086.48649,22062.203,18056.62921,17841.604
2017-09-13 23:20:00,36159.29204,36238.723,21839.50104,21833.922,17727.15015,17602.535
2017-09-13 23:30:00,35133.45133,35225.004,21038.66944,21017.963,17127.02758,17098.518
2017-09-13 23:40:00,34164.95575,34086.656,20780.45738,20621.883,16685.76098,16762.963
2017-09-13 23:50:00,33425.84071,33364.61,20308.93971,20331.266,16521.02145,16498.488
2017-09-14 00:00:00,32884.24779,32839.566,19859.87526,19824.203,15920.89888,15982.171
2017-09-14 00:10:00,32272.56637,32247.477,19508.10811,19426.455,15679.67314,15537.18
2017-09-14 00:20:00,31756.46018,31890.705,19362.16216,19481.768,15367.84474,15356.24
2017-09-14 00:30:00,31208.49558,31145.59,18946.77755,18998.988,15291.35853,15204.9795
2017-09-14 00:40:00,30775.22124,30748.203,18692.30769,18592.326,15085.43412,15003.052
2017-09-14 00:50:00,30303.71681,30390.662,18370.47817,18350.4,14914.81103,14811.604
2017-09-14 01:00:00,29806.72566,29876.31,18276.92308,18384.088,14673.58529,14572.297
2017-09-14 01:10:00,29469.02655,29577.744,17962.57796,18089.975,14438.24311,14382.679
2017-09-14 01:20:00,29258.76106,29360.879,17696.8815,17752.715,14326.45557,14202.449
2017-09-14 01:30:00,29042.12389,29050.428,17517.25572,17687.53,14091.11338,14032.961
2017-09-14 01:40:00,28819.11504,28876.812,17419.95842,17549.863,14026.39428,13887.63
2017-09-14 01:50:00,28774.51327,28664.033,17356.34096,17344.406,13767.51788,13715.298
2017-09-14 02:00:00,28481.41593,28554.373,17158.00416,17162.635,13573.36057,13425.917
2017-09-14 02:10:00,28048.14159,27996.988,16970.89397,16956.502,13543.9428,13496.272
2017-09-14 02:20:00,27901.59292,27876.107,17150.51975,16984.617,13467.45659,13399.3955
2017-09-14 02:30:00,27825.13274,27666.162,17075.67568,16966.93,13479.2237,13375.126
2017-09-14 02:40:00,27793.27434,27699.777,17060.70686,16878.64,13379.20327,13325.806
2017-09-14 02:50:00,27621.23894,27462.268,16866.11227,16847.29,13326.25128,13298.0
2017-09-14 03:00:00,27519.29204,27395.932,16656.54886,16780.855,13132.09397,13108.363
2017-09-14 03:10:00,27646.72566,27384.895,16390.85239,16418.34,13137.97753,12844.963
2017-09-14 03:20:00,27544.77876,27377.398,16525.57173,16442.15,13179.16241,12854.06
2017-09-14 03:30:00,27417.34513,27249.045,16465.69647,16355.388,13155.62819,12853.531
2017-09-14 03:40:00,27468.31858,27311.193,16559.25156,16340.613,13249.76507,12883.662
2017-09-14 03:50:00,27653.09735,27327.428,16607.90021,16431.934,13149.74464,12857.345
2017-09-14 04:00:00,27481.06195,27251.41,16656.54886,16415.81,13102.6762,12867.116
2017-09-14 04:10:00,27398.23009,27285.504,16574.22037,16426.404,13232.1144,12843.263
2017-09-14 04:20:00,27589.38053,27213.598,16798.7526,16498.322,13314.48417,12840.918
2017-09-14 04:30:00,28232.92035,27574.582,17180.45738,16757.174,13432.15526,13110.158
2017-09-14 04:40:00,28099.11504,27706.85,17251.55925,16968.977,13373.31971,13116.859
2017-09-14 04:50:00,27793.27434,27618.166,16911.01871,16827.242,13120.32686,12824.128
2017-09-14 05:00:00,27512.92035,27312.668,16985.86279,16897.648,13049.72421,12810.969
2017-09-14 05:10:00,27238.93805,27203.498,17161.74636,16943.81,12843.7998,12578.588
2017-09-14 05:20:00,26869.38053,26734.09,16765.07277,16734.578,12496.67007,12191.98
2017-09-14 05:30:00,25824.42478,25783.46,16042.82744,16056.981,11996.56793,11678.108
2017-09-14 05:40:00,24989.73451,25169.965,15938.04574,15899.873,11514.11645,11245.358
2017-09-14 05:50:00,24843.18584,24680.576,15915.59252,15813.266,10437.42594,10251.426
2017-09-14 06:00:00,25180.88496,24838.004,15833.26403,15835.458,9937.3238,9875.359
2017-09-14 06:10:00,25423.00885,25067.95,16009.14761,15911.809,10090.29622,10055.99
2017-09-14 06:20:00,25735.22124,25283.299,16061.53846,15975.865,10013.81001,10123.883
2017-09-14 06:30:00,25747.9646,25363.809,16330.97713,16222.24,10060.87845,10088.365
2017-09-14 06:40:00,25677.87611,25322.62,16061.53846,16201.144,10502.14505,10106.246
2017-09-14 06:50:00,25977.34513,26010.406,16574.22037,16500.84,10537.44637,10396.406
2017-09-14 07:00:00,26582.65487,26602.496,17049.48025,17002.24,10655.11747,10525.524
2017-09-14 07:10:00,26741.9469,26807.518,17345.11435,17382.545,10743.37079,10657.315
2017-09-14 07:20:00,27487.43363,27421.365,17610.81081,17574.941,11014.0143,10957.147
2017-09-14 07:30:00,27799.64602,27972.373,18044.90644,18014.008,11172.87028,11139.985
2017-09-14 07:40:00,28475.04425,28425.916,18407.90021,18409.475,11396.44535,11277.719
2017-09-14 07:50:00,28914.69027,29034.857,18980.45738,19011.076,11590.60266,11476.913
2017-09-14 08:00:00,29430.79646,29368.664,19219.95842,19306.635,11967.15015,11822.474
2017-09-14 08:10:00,29660.17699,29619.375,19564.24116,19492.709,12302.51277,12220.197
2017-09-14 08:20:00,30329.20354,30320.438,19833.67983,19852.242,12161.30746,12279.484
2017-09-14 08:30:00,31246.72566,31090.1,20260.29106,20145.992,12326.04699,12269.059
2017-09-14 08:40:00,31871.15044,31836.893,20754.26195,20691.248,12449.60163,12407.98
2017-09-14 08:50:00,32221.59292,32208.387,20679.41788,20789.078,12720.24515,12698.65
2017-09-14 09:00:00,32916.10619,32831.547,21109.77131,21072.773,12726.1287,12799.694
2017-09-14 09:10:00,33464.0708,33439.707,21566.32017,21565.277,12873.21757,12905.863
2017-09-14 09:20:00,34101.23894,34110.113,21985.44699,22004.602,13732.21655,13550.404
2017-09-14 09:30:00,34757.52212,34742.47,21528.89813,21703.041,14102.88049,14112.548
2017-09-14 09:40:00,35885.30973,35965.992,21308.10811,21343.416,14302.92135,14205.742
2017-09-14 09:50:00,36331.32743,36399.785,21876.92308,21941.447,14408.82533,14346.986
2017-09-14 10:00:00,36528.84956,36325.8,22150.10395,22523.615,14803.02349,14737.212
2017-09-14 10:10:00,36923.89381,36871.285,22236.17464,22347.041,14991.29724,15072.056
2017-09-14 10:20:00,37408.14159,37561.668,22745.11435,22764.086,15485.51583,15409.249
2017-09-14 10:30:00,37656.63717,37753.184,22760.08316,22882.29,15562.00204,15671.626
2017-09-14 10:40:00,37886.0177,37925.625,23078.17048,23041.39,15650.25536,15638.53
2017-09-14 10:50:00,38287.43363,38331.793,23126.81913,23187.736,15779.69356,15822.359
2017-09-14 11:00:00,38383.00885,38408.67,23089.39709,23201.748,15791.46067,15866.397
2017-09-14 11:10:00,38682.47788,38670.527,23646.98545,23618.51,15738.50868,15852.375
2017-09-14 11:20:00,39122.12389,39191.312,23830.35343,23930.377,14691.23596,15457.43
2017-09-14 11:30:00,39427.9646,39354.883,25125.15593,25057.764,13343.90194,14363.115
2017-09-14 11:40:00,40154.33628,40107.613,26794.17879,26413.871,13402.73749,13777.796
2017-09-14 11:50:00,40198.93805,40657.26,26599.5842,26544.254,13267.41573,13556.347
2017-09-14 12:00:00,40122.47788,40026.44,26565.90437,26311.771,13349.7855,13587.153
2017-09-14 12:10:00,40243.53982,40227.723,26764.24116,26601.0,14655.93463,14040.06
2017-09-14 12:20:00,40479.29204,40329.727,25682.74428,26094.059,15085.43412,15185.891
2017-09-14 12:30:00,39963.18584,40543.188,25110.18711,25444.693,15203.10521,15055.585
2017-09-14 12:40:00,39969.55752,40037.574,25046.56965,25376.799,15256.0572,15186.124
2017-09-14 12:50:00,39969.55752,40091.547,25009.14761,25149.568,15314.89275,15324.045
2017-09-14 13:00:00,40103.36283,39992.035,25098.9605,25152.953,15314.89275,15322.062
2017-09-14 13:10:00,40167.07965,40182.35,25293.55509,25320.639,15244.29009,15294.335
2017-09-14 13:20:00,39969.55752,39980.586,25383.36798,25329.861,15056.01634,15182.936
2017-09-14 13:30:00,39912.21239,39982.742,25293.55509,25312.129,15032.48212,15136.283
2017-09-14 13:40:00,39963.18584,39977.89,25274.84407,25293.176,15050.13279,15138.779
2017-09-14 13:50:00,40071.50442,40046.164,25334.71933,25507.672,15267.82431,15223.924
2017-09-14 14:00:00,39689.20354,39881.566,25192.51559,25322.195,15056.01634,15062.795
2017-09-14 14:10:00,39650.97345,39613.79,25372.14137,25464.053,15067.78345,15052.47
2017-09-14 14:20:00,39568.14159,39726.723,25241.16424,25296.428,15008.94791,15021.572
2017-09-14 14:30:00,39408.84956,39482.86,25132.64033,25235.588,15050.13279,15007.888
2017-09-14 14:40:00,39370.61947,39364.535,25072.76507,25133.559,14850.09193,14932.801
2017-09-14 14:50:00,38860.88496,38932.953,24694.80249,24930.826,14708.88662,14804.808
2017-09-14 15:00:00,38720.70796,38844.598,24597.5052,24673.28,14832.44127,14808.334
2017-09-14 15:10:00,38644.24779,38750.266,24533.88773,24561.164,14797.13994,14825.688
2017-09-14 15:20:00,38440.35398,38651.04,24459.04366,24471.445,14750.0715,14759.048
2017-09-14 15:30:00,38109.02655,38244.47,24200.8316,24365.748,14697.11951,14755.685
2017-09-14 15:40:00,37949.73451,38002.61,23931.39293,24107.027,14726.53728,14700.244
2017-09-14 15:50:00,37803.18584,37958.062,23646.98545,23807.242,14961.87947,14853.226
2017-09-14 16:00:00,37312.56637,37516.99,23306.44491,23503.193,15173.68744,15050.737
2017-09-14 16:10:00,37293.45133,37380.06,23123.07692,23224.662,14938.34525,14986.081
2017-09-14 16:20:00,37357.16814,37491.805,23160.49896,23166.457,14997.1808,14992.79
2017-09-14 16:30:00,37306.19469,37340.8,22917.25572,23019.41,14997.1808,14984.099
2017-09-14 16:40:00,37248.84956,37343.99,22767.56757,22856.92,15003.06435,14977.042
2017-09-14 16:50:00,37350.79646,37347.203,22692.72349,22772.53,15050.13279,15031.058
2017-09-14 17:00:00,37159.64602,37247.477,22707.69231,22769.42,15144.26966,15130.33
2017-09-14 17:10:00,37006.72566,37226.723,22453.22245,22521.438,15032.48212,15074.111
2017-09-14 17:20:00,36802.83186,36961.707,22325.98753,22462.834,15056.01634,15090.762
2017-09-14 17:30:00,37210.61947,37116.098,22471.93347,22578.355,15303.12564,15312.599
2017-09-14 17:40:00,37287.07965,37471.184,22572.97297,22591.623,15556.11849,15573.471
2017-09-14 17:50:00,37382.65487,37464.992,22778.79418,22700.79,15573.76915,15604.583
2017-09-14 18:00:00,37465.48673,37505.105,22853.63825,22877.793,15967.96731,15905.552
2017-09-14 18:10:00,38032.56637,38047.5,23085.65489,23143.38,16573.97344,16560.137
2017-09-14 18:20:00,38969.20354,39263.445,24084.82328,23936.248,18074.27988,18088.23
2017-09-14 18:30:00,41122.83186,41215.53,25503.1185,25545.645,19727.55873,19424.053
2017-09-14 18:40:00,44461.59292,44557.797,27381.70478,27286.734,21339.65271,20841.002
2017-09-14 18:50:00,46940.17699,46859.348,28912.26611,28606.184,21592.64556,21427.555
2017-09-14 19:00:00,47469.02655,47445.668,29627.02703,29346.092,20027.62002,20831.717
2017-09-14 19:10:00,47838.58407,48120.617,29728.06653,29539.344,20021.73647,20745.084
2017-09-14 19:20:00,47946.90265,47949.02,29555.92516,29418.299,19974.66803,20140.578
2017-09-14 19:30:00,47870.44248,48400.996,29563.40956,29641.771,19033.29928,19774.803
2017-09-14 19:40:00,47685.66372,47647.984,30903.1185,29978.139,19068.60061,19252.693
2017-09-14 19:50:00,47704.77876,47210.332,31760.08316,30849.17,19056.8335,18960.553
2017-09-14 20:00:00,47469.02655,47464.2,31980.87318,31042.695,19162.73749,19128.266
2017-09-14 20:10:00,47099.46903,47469.79,31471.93347,31521.826,19027.41573,19001.195
2017-09-14 20:20:00,47226.90265,47405.277,31621.62162,31591.936,18739.12155,18619.78
2017-09-14 20:30:00,47099.46903,47217.305,31340.95634,31197.766,18721.47089,18551.13
2017-09-14 20:40:00,46717.16814,46880.188,31161.33056,31120.006,18809.72421,18513.895
2017-09-14 20:50:00,46602.47788,46787.83,30600.0,30932.678,18733.238,18538.904
2017-09-14 21:00:00,46150.0885,46419.93,30532.64033,30481.682,18627.33401,18566.484
